,club_name,season,overall,potential,value_eur,wage_eur,age,height_cm,weight_kg,club_contract_valid_until,international_reputation,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed
64,Bayer 04 Leverkusen,2020-2021,79.5,82.88,23750000.0,57812.5,25.69,182.5,76.12,2023.19,1.75,73.27,64.27,71.33,76.33,60.87,70.73,65.33,61.8,62.33,77.93,59.2,76.27,62.87,55.2,69.8,76.87,75.2,71.73,75.67,78.8,72.6,72.2,71.73,74.2,68.47,63.6,71.33,60.93,66.8,72.93,60.07,76.6,63.13,59.2,56.73,85,78,69,83,87,41.0
65,Bayer 04 Leverkusen,2021-2022,78.31,81.62,19656250.0,45687.5,25.69,183.06,78.31,2024.19,2.12,69.27,64.8,70.87,75.6,60.6,71.27,65.53,62.93,61.07,76.53,59.13,75.0,65.4,54.87,71.07,78.13,72.07,66.73,74.0,75.0,71.93,74.07,71.33,75.73,69.13,61.4,71.0,60.93,66.6,71.6,60.93,74.8,62.27,59.73,56.87,85,78,69,83,87,40.0
66,Benevento Calcio,2017-2018,72.25,75.31,4025000.0,21562.5,26.12,179.88,73.75,2018.62,1.12,72.87,54.13,60.07,67.4,53.73,66.13,57.53,50.6,60.13,66.6,49.13,64.73,59.73,50.4,59.6,68.8,74.47,71.33,72.27,68.93,70.93,60.8,63.73,73.4,65.0,56.53,60.13,56.07,56.67,53.47,52.93,69.33,50.47,53.87,51.93,73,74,60,73,74,48.0
67,Benevento Calcio,2020-2021,71.38,73.56,2637500.0,12000.0,27.25,181.56,75.25,2021.88,1.38,70.6,56.2,63.47,68.6,52.87,68.13,61.67,52.53,64.47,68.73,52.47,67.6,60.27,56.6,62.33,69.6,71.4,69.87,69.93,69.4,67.67,63.6,67.2,69.6,69.47,56.53,63.53,52.27,59.13,59.13,55.67,68.6,51.53,52.27,50.0,72,70,69,69,76,41.0
68,Betis Sevilla,2017-2018,76.88,80.5,9831250.0,22500.0,26.06,179.5,73.88,2020.06,1.62,73.67,63.87,68.93,73.67,53.4,66.8,65.67,60.53,63.13,74.47,56.27,72.47,65.0,60.33,64.47,75.93,73.4,74.0,74.13,71.2,71.87,73.27,72.67,69.73,65.0,64.2,66.2,53.67,65.6,68.73,59.13,71.93,49.53,53.8,51.93,80,83,72,81,82,55.0
69,Betis Sevilla,2018-2019,80.0,82.06,15687500.0,28750.0,27.06,181.62,75.25,2021.5,1.75,70.6,66.27,71.4,76.13,57.0,65.8,67.0,66.4,63.13,77.6,59.33,76.13,69.8,59.93,68.67,78.87,71.13,70.2,70.93,75.87,68.2,68.27,66.27,68.4,66.4,65.87,60.93,52.93,69.73,70.6,62.67,73.33,64.93,52.6,48.13,81,82,79,83,81,49.0
70,Betis Sevilla,2019-2020,79.88,81.81,17843750.0,30187.5,27.25,182.19,76.81,2022.06,1.75,70.13,67.07,70.87,74.8,60.67,72.0,66.27,66.07,67.47,77.4,59.87,75.0,64.67,56.13,70.8,78.33,69.33,70.67,67.8,76.2,64.87,73.2,69.73,71.2,73.6,65.87,69.07,58.0,70.13,69.8,61.27,74.47,62.4,59.73,56.27,83,72,76,73,84,48.0
71,Betis Sevilla,2020-2021,78.38,80.0,17093750.0,25937.5,27.5,181.69,75.88,2022.75,1.75,71.8,66.2,71.53,74.4,62.27,73.07,67.33,63.0,66.27,77.0,60.0,73.73,69.2,57.33,69.93,77.4,71.4,72.2,70.2,76.67,69.4,74.0,69.2,74.8,74.27,66.8,69.2,61.0,70.67,71.13,61.6,74.27,64.2,61.27,57.73,78,73,72,73,80,53.0
72,Betis Sevilla,2021-2022,78.88,80.38,17468750.0,29562.5,28.25,181.88,76.12,2023.38,1.75,69.73,65.07,70.53,74.0,61.87,70.87,66.67,63.13,66.0,76.13,57.0,73.93,68.13,56.27,69.27,76.93,69.6,70.07,67.53,75.67,66.93,71.13,64.6,71.13,71.6,64.93,70.2,60.07,69.13,69.13,61.87,74.53,61.53,62.87,58.47,82,76,75,83,84,31.0
73,Borussia Dortmund,2017-2018,82.31,84.81,25531250.0,74375.0,25.94,180.94,75.75,2020.12,2.81,78.53,67.47,74.67,79.0,58.33,68.27,69.73,65.4,62.93,80.4,67.67,78.6,69.8,60.33,72.53,79.73,79.2,78.13,79.0,81.47,75.93,72.67,73.67,75.07,66.4,67.67,62.53,66.33,70.6,75.87,60.93,77.2,53.47,56.33,57.6,84,82,73,80,85,48.0
74,Borussia Dortmund,2018-2019,80.06,84.06,18312500.0,53750.0,25.06,181.81,76.25,2021.31,2.5,73.8,64.6,74.6,78.93,64.93,68.73,68.07,62.8,61.4,80.73,65.8,78.13,67.93,60.13,73.6,80.67,74.87,73.0,79.2,80.13,74.4,70.2,70.6,76.6,66.6,63.07,63.73,67.4,67.6,76.33,58.87,76.8,65.87,63.73,63.27,86,78,72,76,85,50.0
75,Borussia Dortmund,2019-2020,82.88,85.62,29812500.0,90625.0,25.12,182.38,79.19,2022.0,2.44,76.27,66.47,75.93,78.87,64.67,70.87,70.2,64.33,61.93,82.13,66.73,78.53,70.33,59.87,74.47,80.53,75.6,76.73,76.8,82.4,73.73,73.6,66.73,76.2,71.87,64.73,63.53,66.07,69.6,76.47,60.13,82.07,65.33,64.4,62.4,86,80,74,83,89,50.0
76,Borussia Dortmund,2020-2021,82.38,84.94,42968750.0,68312.5,26.0,184.25,81.19,2023.0,2.44,75.4,68.87,75.8,77.93,67.47,74.27,70.53,66.6,63.0,81.07,67.87,77.93,71.2,60.53,75.47,79.47,73.8,76.8,75.0,81.47,72.2,77.47,69.4,78.67,75.4,67.07,67.13,70.0,70.8,77.07,61.33,80.8,67.93,67.27,65.6,85,82,72,82,88,47.0
77,Borussia Dortmund,2021-2022,81.25,84.5,36375000.0,62250.0,25.25,184.62,81.56,2023.75,2.5,74.87,68.87,75.0,78.73,64.27,74.0,68.27,66.6,62.2,80.73,67.47,78.67,70.73,60.6,74.4,79.33,74.07,75.4,76.0,81.4,74.47,77.73,70.07,77.33,75.33,67.47,67.73,66.27,69.87,77.0,59.6,79.93,64.93,63.47,61.47,80,78,77,74,83,26.0
78,Borussia Mönchengladbach,2017-2018,78.56,81.12,13625000.0,39375.0,26.12,182.44,76.56,2019.94,2.0,72.27,65.67,71.53,74.47,54.4,70.27,71.13,62.13,60.73,75.67,62.67,74.87,68.27,60.27,68.8,75.6,71.67,72.6,71.13,77.47,68.33,74.27,65.47,75.07,69.4,64.93,67.93,56.13,70.33,70.0,63.73,73.33,48.73,56.47,54.67,81,82,83,80,83,51.0
79,Borussia Mönchengladbach,2018-2019,78.5,81.0,13000000.0,30312.5,26.19,182.0,75.12,2020.69,1.88,74.27,65.87,72.8,76.2,57.13,68.53,72.47,64.47,61.87,77.47,64.4,75.73,67.13,58.47,69.73,77.67,73.47,75.0,74.4,76.73,71.0,70.93,67.4,74.67,66.87,63.53,65.8,56.87,71.8,72.4,60.93,73.2,55.47,57.6,55.33,77,84,80,80,81,51.0
80,Borussia Mönchengladbach,2019-2020,78.38,81.5,13250000.0,29625.0,25.75,183.88,77.75,2021.88,1.81,71.93,63.13,71.07,73.93,60.93,71.8,68.67,60.47,64.8,76.47,58.47,74.0,63.2,50.47,69.67,75.8,70.87,72.6,69.27,77.4,66.8,70.93,67.47,75.47,71.73,62.47,68.07,61.33,69.67,71.33,55.53,72.87,59.47,61.53,59.4,79,85,81,80,87,51.0
81,Borussia Mönchengladbach,2020-2021,79.31,82.31,23625000.0,43000.0,25.69,183.81,77.56,2022.5,1.75,72.8,66.4,72.27,75.8,60.53,73.13,71.4,65.73,65.2,77.6,60.47,76.27,66.53,52.93,68.73,77.67,73.07,72.47,71.0,78.87,67.87,71.0,67.0,78.13,72.73,64.2,68.87,62.13,71.8,72.67,59.93,74.73,57.87,60.93,58.47,80,86,85,87,85,51.0
82,Borussia Mönchengladbach,2021-2022,79.0,81.5,21175000.0,31437.5,26.56,184.19,78.25,2023.12,2.06,70.8,67.0,72.93,75.53,60.6,73.27,71.53,65.73,64.33,77.73,61.07,75.93,67.33,54.07,71.87,77.13,71.2,70.47,70.8,79.0,68.33,72.27,68.47,78.2,73.47,66.07,67.8,62.0,71.0,72.87,60.27,74.27,57.8,62.07,58.47,79,81,84,86,86,50.0
83,Brescia Calcio,2019-2020,72.06,76.62,5025000.0,11125.0,25.25,183.75,77.69,2021.5,1.25,74.47,63.07,64.07,69.0,52.2,68.33,60.6,60.0,64.0,68.27,57.93,68.13,62.93,60.4,63.07,71.27,75.07,74.13,68.67,67.4,65.27,70.73,68.33,74.0,69.0,65.2,59.53,51.67,61.13,62.67,61.07,65.6,50.8,51.13,49.47,72,72,63,73,73,50.0
84,Brighton & Hove Albion,2017-2018,74.19,76.81,6093750.0,41250.0,26.5,182.69,77.19,2020.44,1.19,67.67,61.47,65.47,70.0,54.67,72.8,61.47,58.07,63.13,70.13,54.07,68.73,62.2,54.27,64.73,72.07,66.8,68.4,70.07,70.4,67.33,69.4,73.93,77.07,71.73,63.73,70.07,56.93,63.53,65.33,56.67,69.4,49.6,56.27,52.13,76,74,90,74,78,52.0
85,Brighton & Hove Albion,2018-2019,76.19,78.88,8768750.0,41250.0,25.88,183.0,78.44,2021.69,1.38,69.0,62.53,66.73,70.67,62.07,72.47,64.8,56.4,66.13,71.4,55.73,69.93,62.13,53.87,66.2,73.2,68.33,69.67,67.8,73.6,66.4,75.0,73.4,75.93,70.67,66.73,72.33,62.67,64.93,65.27,56.0,72.6,61.6,61.13,59.6,78,74,84,77,80,52.0
86,Brighton & Hove Albion,2019-2020,76.56,78.94,9812500.0,43875.0,25.75,181.25,77.5,2022.12,1.31,68.07,65.8,68.67,71.93,57.33,70.87,65.07,62.33,63.73,72.8,59.47,71.4,63.27,57.4,68.53,74.13,68.87,67.4,68.93,74.2,68.27,74.8,71.33,73.73,69.8,67.8,69.2,54.73,67.07,69.07,59.47,74.4,57.07,58.13,53.93,81,75,82,78,83,52.0
87,Brighton & Hove Albion,2020-2021,76.12,78.94,10212500.0,48250.0,26.06,182.69,77.06,2022.94,1.38,67.07,59.13,68.67,71.93,63.33,71.0,65.0,54.87,66.6,74.4,51.8,71.8,59.53,56.0,69.27,75.0,67.47,66.8,66.6,74.33,66.07,68.0,68.27,73.0,70.2,62.33,70.87,59.67,60.8,67.13,55.4,75.2,63.6,65.33,60.13,81,75,82,78,82,52.0
88,Brighton & Hove Albion,2021-2022,75.69,80.44,11775000.0,44000.0,24.81,182.44,75.94,2023.94,1.12,68.33,60.4,69.07,70.93,65.47,70.8,64.2,57.47,62.6,74.87,49.13,69.73,60.4,57.93,70.87,73.73,68.07,68.67,67.93,74.47,66.13,69.47,68.53,74.8,69.73,63.13,69.2,63.2,59.6,66.93,53.67,72.8,65.13,68.87,63.33,76,73,69,75,78,45.0
89,CA Osasuna,2019-2020,73.44,75.81,4825000.0,23187.5,27.56,179.75,75.0,2021.44,1.12,67.8,64.8,67.07,69.13,53.93,66.53,65.2,63.07,62.33,70.6,55.47,66.2,64.73,62.0,65.33,73.33,69.0,66.87,69.33,69.27,71.8,72.53,70.0,66.47,66.93,64.4,64.53,54.0,64.27,66.2,60.33,68.0,51.47,53.87,51.33,72,73,71,69,70,47.0
90,CA Osasuna,2020-2021,75.88,77.81,8550000.0,29812.5,27.69,181.12,74.06,2022.38,1.06,67.07,65.33,68.87,70.93,58.93,70.47,65.2,64.67,65.73,74.0,56.27,68.87,63.6,56.13,69.13,75.53,68.13,66.2,67.93,73.33,67.67,71.8,66.4,71.93,70.67,64.0,68.73,58.6,66.93,67.8,58.27,69.53,58.07,58.87,55.6,77,76,73,73,76,47.0
91,CA Osasuna,2021-2022,76.38,79.12,10487500.0,26687.5,27.19,181.25,75.44,2024.0,1.06,66.07,63.8,67.13,71.13,59.4,69.93,64.87,63.4,66.4,74.2,53.27,70.0,58.27,53.2,65.0,75.47,67.2,64.87,66.13,72.93,62.47,70.4,64.13,72.27,69.6,62.0,68.47,59.07,67.13,64.4,56.4,70.8,57.73,59.87,56.6,80,77,74,75,78,47.0
92,CD Leganés,2017-2018,75.06,76.81,6900000.0,22500.0,26.94,179.56,74.5,2018.94,1.19,69.2,64.4,67.93,70.6,54.13,70.33,64.67,61.8,64.93,72.87,56.67,69.33,66.2,59.4,65.33,72.13,69.8,68.73,70.8,71.27,70.13,72.8,70.4,73.0,69.73,63.87,68.2,54.47,66.4,67.07,61.93,70.13,47.47,57.87,52.13,81,72,74,71,77,61.0
93,CD Leganés,2018-2019,74.56,77.06,6243750.0,22812.5,26.56,181.88,74.62,2019.81,1.25,68.67,62.4,65.4,70.53,56.6,71.67,63.6,58.6,65.33,71.0,52.53,70.07,58.33,51.0,63.6,73.27,69.07,68.27,66.87,72.73,64.47,71.13,69.93,74.07,71.33,64.8,70.13,57.0,65.4,63.6,57.87,68.4,52.07,58.13,55.73,81,72,74,71,77,61.0
94,CD Leganés,2019-2020,75.38,77.81,6993750.0,26437.5,27.44,181.06,74.06,2021.31,1.31,63.27,59.2,65.07,69.87,62.0,71.27,61.07,56.33,62.93,71.93,50.73,69.8,58.67,53.07,64.67,72.6,63.87,62.93,63.67,73.67,63.33,67.6,69.73,70.2,70.4,60.2,74.2,63.13,62.47,61.67,53.33,71.13,60.4,63.47,59.73,74,76,78,73,79,50.0
95,CFC Genua,2017-2018,75.56,78.0,7437500.0,28750.0,27.88,182.06,74.62,2018.75,1.75,71.2,59.87,64.93,69.73,58.6,67.67,61.33,53.67,64.6,69.67,55.27,68.93,61.4,61.2,64.67,72.27,71.2,71.13,68.67,69.67,65.07,72.07,64.67,69.13,66.4,63.8,69.13,58.4,59.93,62.07,58.0,73.0,54.93,60.33,58.27,80,85,71,78,90,56.0
96,CFC Genua,2018-2019,74.44,77.0,5525000.0,14187.5,27.25,182.5,74.44,2020.38,1.56,70.33,63.73,66.93,71.07,53.87,65.93,63.33,58.93,63.53,71.93,59.2,70.27,64.6,61.87,64.8,73.6,71.87,69.0,69.0,69.87,67.2,73.4,67.2,66.8,65.2,65.33,66.13,53.33,65.73,65.4,62.93,71.87,51.27,54.73,51.0,76,76,65,77,78,52.0
97,CFC Genua,2019-2020,75.5,79.38,7587500.0,19687.5,26.5,183.12,75.5,2021.31,1.38,68.53,58.47,66.8,70.6,63.0,70.6,64.07,52.47,67.2,71.4,54.6,69.47,62.53,54.47,66.8,73.47,68.4,68.73,68.8,71.0,68.13,70.07,73.07,72.6,70.6,59.8,67.93,62.33,63.67,65.4,56.67,70.8,64.27,62.13,58.53,79,69,72,74,80,40.0
98,CFC Genua,2020-2021,73.5,76.56,5856250.0,19437.5,26.94,183.31,77.44,2021.94,1.5,66.27,60.47,68.73,70.93,63.13,67.13,67.8,53.73,61.87,72.67,59.2,70.67,63.6,58.4,67.8,74.13,66.67,65.8,67.47,69.47,63.53,71.0,63.93,69.4,66.2,64.93,67.2,62.67,65.6,66.67,56.67,68.33,63.8,63.87,61.0,82,82,71,79,87,56.0
99,CFC Genua,2021-2022,74.25,77.06,4706250.0,17687.5,27.81,185.06,78.38,2023.25,1.56,64.0,56.67,64.67,67.93,65.27,72.4,59.87,50.8,67.4,70.8,53.0,67.0,59.07,52.6,66.2,71.6,63.33,64.6,61.53,69.73,62.87,67.33,66.0,69.13,74.07,58.53,73.47,65.47,59.33,61.4,59.67,69.33,63.73,66.13,64.2,82,77,76,84,80,46.0
100,Cagliari Calcio,2017-2018,73.44,75.94,4937500.0,41250.0,27.38,181.25,74.12,2019.56,1.44,73.2,57.27,60.07,67.93,52.53,68.73,55.93,54.2,64.4,67.33,54.2,66.13,55.27,44.47,58.6,69.0,71.2,74.53,72.2,70.53,69.0,64.67,76.47,69.87,69.73,56.93,63.33,52.33,60.73,57.47,55.87,70.33,47.33,54.67,49.53,82,62,54,69,80,39.0
101,Cagliari Calcio,2018-2019,73.62,76.69,5356250.0,24375.0,26.94,182.56,76.69,2020.81,1.44,67.4,57.27,62.27,67.27,59.87,66.6,55.13,54.2,63.4,70.2,54.2,65.07,57.47,48.0,63.73,70.6,66.73,68.0,68.07,69.67,67.47,65.27,69.93,65.73,68.47,56.8,62.0,56.33,58.67,59.07,56.47,70.4,62.87,59.67,55.33,82,72,54,74,80,39.0
102,Cagliari Calcio,2019-2020,75.5,78.75,7987500.0,32312.5,27.0,182.88,77.25,2021.5,1.56,65.4,63.67,65.27,70.07,62.0,69.67,58.33,59.93,65.87,72.53,61.13,68.07,60.87,51.8,65.13,74.07,65.4,65.27,67.73,72.07,67.87,71.27,69.2,67.53,71.6,65.07,67.8,58.0,64.6,63.67,60.6,72.13,64.13,62.07,57.67,84,78,69,76,88,39.0
103,Cagliari Calcio,2020-2021,73.81,77.44,7575000.0,23812.5,26.06,182.69,76.5,2022.62,1.31,67.53,66.07,64.67,70.27,52.8,67.2,56.87,65.13,65.33,71.67,61.2,68.53,61.4,54.93,63.27,74.27,67.8,67.33,68.0,71.0,65.4,72.13,70.53,66.27,68.2,65.6,64.6,47.53,65.47,63.73,60.8,71.27,55.67,51.13,45.93,84,78,69,76,88,39.0
104,Cagliari Calcio,2021-2022,74.81,78.12,7606250.0,26625.0,27.12,183.0,76.5,2023.31,1.69,67.87,60.6,66.0,71.2,59.33,69.53,61.4,58.2,67.27,73.13,57.73,70.4,60.07,52.8,64.27,74.4,68.27,67.27,66.6,71.6,66.07,67.07,71.0,68.73,70.0,59.93,68.4,58.33,63.6,63.73,58.67,73.27,58.47,59.67,54.53,82,80,73,80,84,39.0
105,Cardiff City,2018-2019,73.38,75.44,4868750.0,35625.0,27.0,182.38,77.44,2020.62,1.06,66.13,57.93,62.4,66.87,59.6,71.53,58.87,55.87,63.33,67.6,51.47,66.0,52.07,52.53,62.87,68.93,66.6,65.93,64.87,70.2,62.53,66.8,66.4,68.6,73.0,55.2,72.73,63.67,58.8,61.47,54.87,65.4,55.2,60.73,57.27,76,69,67,74,74,59.0
106,Celta de Vigo,2017-2018,77.31,81.69,11237500.0,23750.0,25.38,180.44,74.06,2020.19,1.5,65.13,60.67,66.6,71.67,60.13,70.27,61.0,57.47,64.27,72.53,52.33,70.07,63.27,57.07,67.2,75.53,66.0,64.27,69.73,75.4,63.93,69.47,69.8,70.33,71.0,61.8,68.67,62.73,64.4,64.2,53.93,68.2,56.4,60.47,60.47,79,74,69,75,71,53.0
107,Celta de Vigo,2018-2019,77.12,81.75,12312500.0,21562.5,24.31,178.69,71.38,2021.81,1.19,71.33,65.6,69.07,75.33,53.87,67.27,65.27,64.27,61.47,75.0,57.8,74.6,64.93,56.8,66.27,78.27,73.0,70.07,73.73,73.47,70.47,71.13,69.47,74.13,65.73,65.27,61.53,55.07,68.07,68.33,58.53,70.73,49.0,56.2,51.8,81,76,73,77,74,53.0
108,Celta de Vigo,2019-2020,76.81,81.75,11950000.0,23500.0,24.56,178.81,71.0,2022.38,1.19,72.2,61.53,68.8,73.0,63.27,70.07,65.6,58.87,62.67,73.87,53.27,72.07,65.53,58.27,68.4,75.2,72.13,72.27,71.8,73.07,69.6,69.4,70.27,74.33,69.8,62.33,65.27,65.87,64.47,67.07,56.47,71.2,60.6,64.87,62.0,79,75,73,76,74,53.0
109,Celta de Vigo,2020-2021,76.06,79.69,11012500.0,21062.5,25.88,179.69,72.69,2022.88,1.38,72.87,60.93,67.6,72.33,60.0,68.93,65.8,57.87,64.87,72.33,56.93,71.2,63.8,57.13,66.2,74.07,72.2,73.33,73.27,73.27,70.67,70.2,69.33,70.53,68.07,59.8,68.6,62.0,63.27,65.47,57.6,71.4,59.6,58.67,56.67,79,75,73,76,74,53.0
110,Celta de Vigo,2021-2022,76.19,79.19,10475000.0,21937.5,26.81,179.38,74.0,2023.5,1.38,71.2,60.33,68.93,71.47,62.0,69.27,66.4,58.27,65.67,74.33,55.2,70.27,64.53,56.87,68.4,73.13,69.73,72.47,72.13,73.4,69.67,67.87,69.53,72.2,67.93,58.53,68.53,63.4,62.6,66.27,55.07,72.07,60.87,61.93,58.67,79,75,73,73,74,53.0
111,Chievo Verona,2017-2018,74.56,76.94,5693750.0,16562.5,27.69,182.31,78.38,2019.12,1.62,70.4,59.07,62.93,70.73,54.53,69.93,59.33,52.67,65.8,69.87,56.53,70.0,59.73,50.07,62.8,72.8,68.27,72.13,68.67,70.13,69.27,69.87,74.53,71.27,72.0,62.0,62.2,56.0,62.87,58.13,58.73,72.93,50.27,54.53,51.33,73,67,57,63,79,30.0
112,Chievo Verona,2018-2019,74.38,76.19,5387500.0,14937.5,28.5,181.5,76.5,2020.69,1.56,69.07,58.87,65.07,70.67,60.93,68.73,60.33,52.33,65.53,71.8,56.73,69.07,58.0,51.67,65.6,72.47,70.07,68.2,72.2,72.27,71.07,69.87,71.73,70.0,68.87,62.2,66.33,60.6,63.87,62.33,56.87,73.13,63.67,58.4,55.67,73,67,57,63,79,30.0
113,Clermont Foot,2021-2022,71.0,73.5,2406250.0,11812.5,27.12,181.75,73.88,2022.94,1.0,67.6,56.67,60.8,67.93,52.73,64.8,59.4,55.87,58.0,66.0,49.4,66.8,55.8,47.87,58.2,70.33,67.67,67.73,69.6,66.67,65.6,62.4,67.47,70.73,64.27,54.8,57.47,51.33,59.87,59.6,52.73,64.8,51.53,53.67,51.4,75,74,71,69,71,29.0
114,Crystal Palace,2017-2018,76.5,78.88,9750000.0,49375.0,26.44,184.62,76.62,2019.75,1.62,68.93,59.87,66.53,68.4,62.33,74.87,63.27,56.53,68.53,72.0,50.0,66.2,53.13,53.6,68.07,71.93,67.73,69.73,68.27,73.93,64.6,69.27,68.6,75.53,75.6,59.53,73.87,60.87,62.13,65.53,58.0,71.47,60.8,63.27,60.2,73,76,80,76,71,41.0
115,Crystal Palace,2018-2019,77.38,78.75,10306250.0,51250.0,27.12,184.56,76.31,2020.75,1.81,63.87,58.13,66.53,69.0,64.2,74.07,63.47,55.6,68.73,73.0,47.8,67.13,53.67,51.73,66.47,72.73,62.6,64.87,66.13,74.93,63.87,66.07,67.53,74.07,73.67,57.47,76.53,63.27,62.0,65.13,56.73,72.8,62.6,65.33,61.93,82,81,80,79,82,52.0
116,Crystal Palace,2019-2020,77.12,78.0,10281250.0,50625.0,27.88,183.31,75.06,2021.25,1.81,66.13,62.47,68.73,71.27,63.27,73.93,65.93,59.73,65.6,74.27,54.93,70.2,60.53,57.0,67.2,73.87,65.4,66.6,69.0,74.07,66.73,70.27,69.4,73.93,73.2,61.87,76.6,62.93,65.6,67.67,62.53,73.07,62.47,64.4,61.07,80,80,77,76,80,52.0
117,Crystal Palace,2020-2021,77.0,77.88,10912500.0,52062.5,28.31,183.0,76.06,2021.94,1.75,67.4,61.6,67.93,71.67,62.67,73.07,66.67,58.73,65.07,73.27,53.53,71.0,61.07,53.73,65.53,73.6,67.13,67.53,69.47,74.53,67.87,69.4,68.87,71.13,73.2,61.47,75.33,62.0,65.07,66.73,61.87,73.2,61.67,63.8,60.13,81,80,77,78,82,52.0
118,Crystal Palace,2021-2022,76.0,79.62,9725000.0,45000.0,25.94,185.12,77.69,2023.69,1.38,69.8,64.93,67.27,73.07,57.47,72.2,61.4,63.47,65.27,73.27,55.4,72.4,61.47,56.47,64.93,75.53,67.6,71.53,70.47,73.87,67.73,72.67,67.73,72.53,73.47,63.33,69.93,56.07,65.93,68.6,63.6,72.27,55.13,59.73,51.67,81,79,77,77,82,51.0
119,Deportivo Alavés,2017-2018,75.31,78.12,7643750.0,22812.5,25.25,181.06,74.38,2019.31,1.19,69.47,59.33,65.47,68.4,54.4,68.53,61.87,56.93,60.87,72.53,52.2,66.73,60.2,53.53,65.33,70.87,68.27,70.67,68.47,70.47,66.87,68.47,68.47,70.73,70.0,58.07,62.2,54.67,60.6,60.8,55.87,69.8,50.53,55.87,52.53,77,73,63,80,76,46.0
120,Deportivo Alavés,2018-2019,76.12,78.19,8381250.0,20937.5,26.38,182.31,76.0,2020.38,1.12,69.07,58.67,65.4,69.33,62.27,72.8,63.73,55.93,64.87,73.33,50.53,67.2,59.6,54.67,62.13,72.87,67.47,70.27,69.2,73.33,63.47,66.6,67.53,73.67,73.53,58.33,71.07,58.93,63.6,59.4,55.53,68.2,65.6,61.47,57.13,78,76,68,80,79,45.0
121,Deportivo Alavés,2019-2020,76.44,78.19,8656250.0,22875.0,27.44,182.38,76.19,2021.44,1.19,63.27,56.73,65.2,67.87,64.2,72.0,62.87,53.67,68.47,73.6,47.93,66.53,57.13,53.13,63.73,72.2,62.2,64.13,62.33,74.27,60.67,67.33,68.8,68.73,73.27,55.47,73.4,64.33,61.73,59.53,52.33,68.8,64.47,63.53,61.07,81,79,70,83,83,45.0
122,Deportivo Alavés,2020-2021,75.88,77.62,8818750.0,23000.0,27.81,183.19,76.88,2021.69,1.19,63.33,57.87,64.0,68.67,61.47,71.33,61.13,54.87,68.27,72.67,48.27,67.33,55.33,51.33,62.87,72.73,63.47,63.4,64.0,73.93,59.53,67.2,70.4,69.4,71.93,56.8,72.6,60.93,62.33,57.8,54.47,68.4,61.07,60.73,58.87,81,79,71,83,84,45.0
123,Deportivo Alavés,2021-2022,74.31,78.25,6750000.0,19750.0,26.88,181.06,74.75,2022.38,1.12,62.27,58.47,65.67,69.2,57.47,66.8,61.47,56.2,62.67,73.47,48.2,68.2,57.6,55.2,64.8,72.67,62.93,61.73,65.4,71.8,61.87,66.0,67.2,69.0,66.27,57.93,65.33,57.8,62.6,61.53,56.33,67.8,56.6,57.0,54.27,79,77,70,81,82,46.0
124,Deportivo La Coruña,2017-2018,77.0,78.81,9806250.0,25625.0,27.12,181.19,76.75,2019.69,1.75,65.13,65.27,69.0,71.4,57.0,69.6,66.2,63.87,64.93,74.07,60.4,69.4,65.07,61.6,69.2,75.73,65.07,65.0,68.87,75.0,65.2,70.27,68.2,71.27,68.87,64.4,69.8,59.8,65.0,65.33,63.67,71.6,51.53,58.73,53.87,73,76,67,78,77,45.0
125,EA Guingamp,2017-2018,74.06,76.81,5493750.0,20937.5,26.44,179.88,75.0,2019.25,1.31,70.33,58.93,66.87,69.93,57.07,66.6,66.6,55.4,64.67,72.6,54.33,68.2,59.47,53.73,65.87,72.4,70.93,69.93,71.0,69.0,71.4,65.8,70.0,67.6,67.67,60.8,61.73,57.8,62.47,62.87,56.6,69.2,55.0,56.53,54.93,75,70,77,75,79,49.0
126,EA Guingamp,2018-2019,74.12,77.31,5975000.0,18125.0,25.62,181.19,76.5,2020.25,1.25,74.4,62.73,66.4,71.4,54.2,68.13,66.47,60.07,67.27,72.13,56.27,71.0,60.8,51.73,66.33,73.13,74.2,74.47,71.67,67.93,70.13,68.6,71.07,69.93,70.8,65.07,58.4,54.33,64.27,61.53,59.67,69.4,51.07,54.13,50.6,76,70,77,76,79,49.0
127,ES Troyes AC,2017-2018,69.94,72.94,2287500.0,15437.5,25.75,181.75,74.25,2018.69,1.12,64.87,52.27,59.13,61.73,51.8,66.07,59.4,49.8,61.6,65.2,44.13,59.53,52.93,48.73,58.0,63.2,65.67,64.2,64.13,65.0,64.73,60.0,66.13,64.6,68.07,50.0,62.87,52.4,56.4,53.6,55.27,62.13,48.73,51.6,49.13,78,71,67,71,78,52.0
