,club_name,season,overall,potential,value_eur,wage_eur,age,height_cm,weight_kg,club_contract_valid_until,international_reputation,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed
340,Paris Saint-Germain,2020-2021,83.56,85.06,53187500.0,114625.0,27.38,178.94,72.0,2022.94,2.81,76.0,67.4,77.0,81.07,65.93,71.2,73.47,65.07,67.67,81.67,63.87,79.93,72.67,62.0,76.2,83.33,76.8,75.53,80.87,82.47,77.53,73.33,72.6,78.4,66.87,65.8,72.0,66.53,74.8,77.47,64.87,82.6,64.6,66.73,63.4,90,81,75,82,90,53.0
341,Paris Saint-Germain,2021-2022,85.56,87.5,66593750.0,136375.0,27.25,179.62,73.75,2023.81,3.12,80.0,71.2,78.73,82.67,64.6,73.53,75.4,69.13,70.07,82.87,67.8,81.4,76.13,65.73,77.87,84.93,80.93,79.2,82.4,84.87,78.67,77.6,77.0,79.67,70.33,69.4,72.47,65.07,78.2,78.67,67.6,85.27,61.87,65.53,61.73,91,83,79,85,90,52.0
342,Parma Calcio,2018-2019,72.38,75.81,4442187.5,29750.0,26.94,178.75,71.56,2019.75,1.25,77.07,62.73,64.33,71.13,45.8,62.07,63.4,61.67,55.13,69.53,59.4,70.07,63.8,52.27,61.2,71.93,75.6,78.07,75.07,65.93,73.33,65.4,61.0,71.13,61.0,62.8,53.53,42.27,66.2,62.2,58.87,67.93,49.4,43.07,39.4,73,75,61,71,79,47.0
343,Parma Calcio,2019-2020,73.94,75.31,5200000.0,34750.0,28.62,182.19,75.81,2020.75,1.44,72.6,64.6,65.13,72.2,52.47,68.87,62.67,61.07,64.87,71.27,61.53,71.07,61.2,54.4,63.0,74.27,72.4,72.8,72.2,70.53,69.73,72.07,68.33,71.53,69.67,66.47,63.2,50.2,67.0,62.07,61.2,70.8,54.0,50.33,46.33,74,76,61,73,79,47.0
344,Parma Calcio,2020-2021,74.25,75.75,5225000.0,27250.0,28.06,182.69,76.81,2022.88,1.44,69.53,63.13,65.4,71.67,58.53,68.67,62.4,60.07,65.8,71.93,57.6,71.27,60.07,51.87,65.2,73.87,70.33,68.87,69.53,71.93,67.2,70.6,67.93,72.33,67.6,64.07,66.67,57.73,66.47,61.73,58.33,71.13,58.4,58.4,53.67,79,75,71,75,80,47.0
345,RC Lens,2020-2021,71.12,75.88,3731250.0,19750.0,24.56,178.81,74.19,2022.56,1.12,75.33,57.6,63.27,70.07,51.93,68.07,63.2,54.93,60.8,68.67,50.13,69.6,57.27,47.33,61.33,69.73,75.53,75.33,73.93,66.33,72.0,65.73,68.6,73.8,68.6,55.73,58.8,50.4,62.87,60.8,55.47,64.67,51.73,51.07,48.87,73,70,69,74,78,53.0
346,RC Lens,2021-2022,73.5,76.69,6131250.0,22062.5,24.81,178.81,74.88,2023.69,1.12,78.33,57.13,62.87,71.53,57.0,71.47,63.2,55.73,63.8,68.33,49.6,70.6,53.0,45.07,60.07,72.13,77.27,79.27,74.27,70.53,72.13,63.33,71.67,74.47,72.2,55.33,65.73,57.47,64.4,61.27,53.8,68.67,55.07,57.27,53.6,70,69,69,74,76,52.0
347,RCD Espanyol Barcelona,2017-2018,77.88,80.25,10281250.0,31250.0,26.81,179.88,74.38,2019.81,1.44,66.93,62.27,69.6,72.2,58.0,66.8,64.6,60.2,64.6,77.53,54.73,71.27,65.27,57.6,67.07,75.8,66.87,67.0,67.87,76.8,66.27,68.67,66.67,65.53,67.6,62.4,66.27,61.27,65.67,66.6,57.73,72.93,53.53,58.67,56.27,76,77,75,79,77,49.0
348,RCD Espanyol Barcelona,2018-2019,76.44,78.94,8506250.0,24687.5,27.25,180.31,75.19,2020.69,1.38,64.93,62.93,68.33,71.47,57.53,67.87,64.07,61.73,64.27,74.87,54.0,70.47,60.27,53.13,67.93,74.93,64.0,65.6,66.33,72.2,67.53,68.47,66.47,64.53,70.13,63.13,66.47,57.27,66.73,66.8,57.33,71.53,57.4,57.07,52.8,78,71,75,76,80,47.0
349,RCD Espanyol Barcelona,2019-2020,77.69,81.19,11000000.0,25812.5,26.75,179.12,72.88,2021.5,1.38,66.27,64.13,70.33,73.6,60.2,67.0,63.93,62.87,64.27,76.4,56.47,72.93,64.2,53.93,71.27,76.4,67.2,65.47,69.27,74.8,70.0,70.07,64.93,67.93,67.0,63.73,66.8,60.2,67.2,70.47,55.13,72.33,58.53,61.07,57.53,75,82,74,82,76,44.0
350,RCD Espanyol Barcelona,2021-2022,76.25,80.56,12806250.0,22625.0,25.62,180.12,73.06,2023.62,1.06,72.33,64.53,69.2,73.67,61.8,71.33,63.2,62.93,66.53,75.4,57.4,73.13,65.2,51.87,69.2,75.73,73.27,72.07,72.2,74.0,69.93,72.33,71.73,72.33,69.53,63.6,73.8,60.8,67.67,69.73,56.93,71.6,63.13,60.27,58.53,66,67,66,65,67,43.0
351,RCD Mallorca,2019-2020,71.69,74.75,3345312.5,16062.5,26.69,180.31,75.31,2021.75,1.12,67.33,59.67,60.53,68.07,49.47,67.73,56.6,58.47,62.4,68.13,52.2,66.73,56.07,47.73,57.27,70.2,66.8,67.73,69.0,68.33,65.47,65.13,69.53,71.53,68.6,58.93,60.87,46.33,62.87,57.87,57.53,63.4,50.27,47.13,45.47,72,64,62,61,72,37.0
352,RCD Mallorca,2021-2022,74.31,79.38,6631250.0,23375.0,25.69,179.44,72.69,2023.5,1.0,75.93,65.0,66.33,73.2,53.53,68.6,60.67,64.2,61.07,72.73,55.2,73.8,61.47,55.53,64.0,74.33,76.47,75.47,73.2,68.8,71.47,70.0,64.4,71.53,69.53,65.2,64.07,50.6,68.13,66.0,57.67,66.6,54.0,53.07,50.53,70,73,77,71,70,18.0
353,Racing Strasbourg,2017-2018,71.12,74.69,3085937.5,15625.0,25.94,183.44,75.25,2019.19,1.19,67.8,55.6,60.47,64.47,54.67,69.27,54.27,54.13,60.2,68.4,48.27,63.27,53.93,47.93,59.2,66.07,68.0,67.73,65.8,65.13,65.13,62.47,68.53,69.4,71.4,52.8,63.4,55.6,60.0,58.2,55.8,67.2,51.27,55.47,54.47,70,68,65,67,73,39.0
354,Racing Strasbourg,2018-2019,72.5,73.62,3831250.0,13687.5,27.62,183.56,78.19,2020.25,1.12,64.8,54.93,62.0,67.6,59.13,71.4,58.33,49.6,66.53,67.87,46.33,66.87,55.47,49.27,62.27,69.93,63.73,65.8,65.73,68.47,62.8,65.8,71.0,70.8,73.6,56.27,67.0,60.47,61.2,60.07,56.67,66.47,56.27,59.0,56.73,79,69,70,75,78,36.0
355,Racing Strasbourg,2019-2020,74.06,78.31,6506250.0,22437.5,25.69,184.0,77.56,2021.5,1.06,67.13,57.53,63.87,69.27,58.07,71.47,60.27,53.6,67.93,70.47,49.2,69.27,56.0,47.67,62.8,71.33,65.67,68.27,65.4,70.33,60.73,66.87,67.13,71.73,74.07,56.13,65.33,58.67,65.2,62.87,59.73,67.93,56.2,57.13,55.13,80,74,73,77,80,36.0
356,Racing Strasbourg,2020-2021,73.81,77.88,6912500.0,21937.5,25.88,183.25,78.06,2022.44,1.0,64.53,57.6,64.47,68.53,59.27,71.47,61.33,55.0,67.47,71.13,49.0,68.73,56.67,48.13,63.13,70.73,62.93,65.8,64.07,70.47,60.67,66.2,69.2,72.6,72.93,55.13,67.2,59.13,64.73,62.47,56.53,69.73,59.07,58.13,55.87,81,76,76,79,80,36.0
357,Racing Strasbourg,2021-2022,73.94,77.69,6162500.0,21937.5,26.38,182.75,78.31,2023.38,1.56,68.67,62.27,65.0,69.67,54.0,72.73,59.2,59.4,68.6,72.07,55.4,68.87,59.13,48.53,62.6,72.33,67.4,69.73,66.67,71.0,63.73,71.07,73.2,71.93,75.47,60.4,66.4,53.73,67.67,65.6,60.87,71.07,52.6,52.13,49.8,76,75,75,76,76,36.0
358,Rasenballsport Leipzig,2017-2018,77.44,82.12,14243750.0,53125.0,23.88,181.94,76.25,2020.62,1.56,75.07,58.93,66.33,72.8,54.47,71.07,63.0,56.73,60.67,75.0,52.93,71.53,58.53,48.6,63.4,74.13,75.53,74.6,72.67,76.33,70.73,66.67,72.27,78.53,68.0,57.0,69.07,60.0,65.67,62.87,55.33,70.0,47.87,56.13,50.93,79,73,68,71,78,42.0
359,Rasenballsport Leipzig,2018-2019,78.31,82.94,15031250.0,44687.5,23.38,181.38,75.88,2021.62,1.62,78.4,59.6,68.13,74.2,59.87,72.27,67.6,58.67,64.33,75.53,54.27,73.93,60.07,51.87,63.4,75.13,78.27,78.4,74.2,75.67,71.47,65.47,76.33,77.67,69.93,56.27,69.87,60.53,66.73,65.27,56.47,71.27,59.8,59.6,54.53,81,79,76,76,80,40.0
360,Rasenballsport Leipzig,2019-2020,79.62,84.75,18937500.0,49875.0,23.62,183.25,77.81,2022.06,1.56,76.67,59.47,68.13,74.67,63.93,73.0,64.87,59.13,66.2,76.53,52.87,74.4,60.47,49.93,64.67,75.8,76.0,77.13,73.0,76.67,70.4,64.67,75.07,76.93,71.2,56.27,71.93,64.87,65.4,65.53,55.27,73.27,63.2,64.6,59.4,84,86,81,84,86,43.0
361,Rasenballsport Leipzig,2020-2021,80.12,84.31,30093750.0,55187.5,24.75,183.38,80.06,2022.88,1.56,75.33,61.33,71.47,75.27,66.73,73.2,69.33,59.93,65.93,77.67,55.87,75.47,63.6,53.67,70.47,76.07,75.73,75.07,73.0,77.73,70.6,67.67,75.07,77.6,71.2,59.73,71.87,68.0,67.13,69.87,55.67,74.93,66.73,67.4,62.0,84,85,82,84,86,43.0
362,Rasenballsport Leipzig,2021-2022,80.25,84.06,29000000.0,69875.0,24.75,182.31,77.38,2024.56,2.12,75.2,64.73,73.13,77.27,64.6,72.2,70.4,63.53,64.47,78.87,59.2,77.4,68.33,55.73,71.93,78.47,76.6,74.07,74.87,79.07,72.2,70.4,75.07,79.73,68.8,63.13,70.8,67.67,70.47,72.33,59.2,77.33,64.4,64.47,58.73,85,84,76,82,86,43.0
363,Rayo Vallecano,2018-2019,73.19,75.88,5146875.0,14687.5,26.38,179.44,72.75,2020.38,1.12,69.6,59.07,64.67,68.67,62.13,66.6,60.67,55.8,62.0,71.13,48.67,66.87,55.93,56.2,64.53,71.2,69.13,69.93,69.13,68.27,68.13,67.2,70.87,69.87,66.13,61.67,63.07,61.67,57.53,61.93,55.27,62.87,62.73,62.73,59.07,77,72,71,72,74,63.0
364,Rayo Vallecano,2021-2022,74.06,77.38,5468750.0,17187.5,26.62,177.25,72.5,2023.44,1.12,75.93,65.47,68.8,72.0,55.27,68.2,65.93,64.87,60.47,73.33,55.93,69.93,64.53,58.27,69.07,73.6,76.2,75.73,76.2,70.47,76.33,69.07,70.53,74.33,67.13,66.13,62.8,54.4,68.0,66.93,60.27,69.93,53.4,56.67,52.07,74,76,72,76,76,36.0
365,Real Madrid,2017-2018,86.19,88.38,47281250.0,253125.0,27.0,180.44,75.38,2020.81,3.38,77.0,70.4,78.0,80.07,63.47,73.87,74.4,68.2,68.27,83.47,63.67,78.13,74.93,68.93,76.2,85.2,77.0,76.87,76.6,82.6,70.2,77.2,72.93,79.47,72.87,71.53,69.4,66.8,71.07,76.27,65.0,81.53,56.07,67.33,62.33,87,82,72,80,85,53.0
366,Real Madrid,2018-2019,86.06,89.12,47562500.0,249375.0,26.56,180.94,76.81,2022.0,3.06,78.73,68.0,76.87,79.53,66.67,73.0,74.8,64.73,68.53,82.6,61.67,77.2,75.27,65.4,74.2,84.4,78.8,78.8,77.47,82.53,73.8,75.07,72.2,79.93,71.47,69.67,68.13,67.27,70.6,74.27,64.0,79.73,65.53,67.47,63.93,87,91,74,87,88,49.0
367,Real Madrid,2019-2020,86.12,87.81,43906250.0,245312.5,27.5,182.0,78.94,2022.19,3.31,74.6,72.6,79.07,81.53,63.47,73.8,75.87,70.27,71.13,82.6,68.8,80.0,77.53,69.13,78.47,85.8,75.27,74.0,77.53,83.87,74.4,78.33,70.4,78.27,73.73,72.93,69.0,65.53,76.0,78.6,69.67,84.73,62.73,61.93,58.87,85,89,72,85,87,49.0
368,Real Madrid,2020-2021,84.75,88.25,62437500.0,211250.0,25.94,181.06,76.25,2023.38,2.75,78.6,70.8,78.0,81.33,61.93,71.93,74.13,68.87,65.73,81.87,66.07,80.67,75.4,66.53,77.87,84.0,78.8,78.4,78.67,82.47,76.07,75.2,67.67,80.6,69.47,71.6,67.93,63.67,75.93,78.33,65.87,82.8,62.27,61.07,57.13,84,89,74,85,88,48.0
369,Real Madrid,2021-2022,84.12,87.31,52000000.0,197437.5,26.75,180.62,76.06,2024.56,2.88,78.07,71.6,78.67,81.8,62.87,72.4,75.53,69.07,65.87,82.53,66.67,81.47,76.87,67.13,78.0,83.8,78.27,77.73,78.93,82.47,77.6,77.0,69.4,80.13,70.47,72.07,68.33,64.4,77.2,78.67,68.07,83.07,62.67,62.73,58.53,84,89,74,86,88,46.0
370,Real Sociedad San Sebastián,2017-2018,79.19,83.38,16000000.0,33750.0,25.38,182.0,76.5,2020.44,1.62,68.33,62.73,70.13,71.47,54.47,64.33,67.53,61.93,63.07,78.73,54.6,68.4,64.27,59.93,66.33,77.73,68.2,68.27,68.53,75.6,64.07,64.07,61.8,64.8,64.67,65.4,63.27,57.47,65.07,65.07,59.67,70.47,49.27,55.67,52.47,85,79,75,82,86,51.0
371,Real Sociedad San Sebastián,2018-2019,77.19,81.19,12431250.0,26250.0,25.12,182.75,77.94,2021.5,1.44,67.13,59.67,68.47,70.47,60.27,68.13,65.4,57.93,65.6,77.33,52.6,67.8,60.2,58.13,65.13,76.0,67.8,66.4,68.13,75.13,64.6,64.67,67.27,68.13,68.33,60.87,67.53,63.67,63.27,63.53,54.47,69.27,52.47,64.0,60.93,83,78,74,79,84,51.0
372,Real Sociedad San Sebastián,2019-2020,77.62,82.0,13750000.0,32750.0,24.81,182.31,75.81,2022.5,1.31,67.67,64.27,71.47,73.73,59.13,65.8,69.13,63.8,64.33,78.27,53.47,72.07,66.07,59.07,67.73,78.53,69.0,66.47,70.87,75.6,65.27,67.6,63.47,68.07,65.53,65.27,64.27,61.33,66.4,68.73,58.27,71.93,56.87,59.27,56.67,78,72,78,74,77,43.0
373,Real Sociedad San Sebastián,2020-2021,79.5,82.5,23531250.0,33250.0,26.38,182.06,75.94,2023.25,1.38,70.27,63.67,71.8,73.93,60.6,71.0,69.33,62.53,66.4,79.07,56.53,71.6,66.6,57.53,67.13,78.73,70.53,70.13,70.87,77.53,69.87,68.6,72.13,72.6,70.53,63.47,69.8,61.0,66.8,68.87,58.47,73.4,59.2,60.87,57.33,83,72,78,81,81,43.0
374,Real Sociedad San Sebastián,2021-2022,79.62,82.81,25531250.0,37500.0,25.94,181.94,75.38,2023.56,1.38,70.47,62.93,72.47,73.93,62.8,71.33,69.73,62.13,68.07,79.27,54.53,72.07,68.13,56.47,70.13,78.2,70.33,70.4,70.33,78.07,70.8,65.93,72.07,75.93,70.07,64.4,68.13,62.53,68.33,69.8,54.47,75.33,63.47,61.73,57.4,84,74,80,84,82,42.0
375,Real Valladolid,2018-2019,71.94,75.62,3743750.0,13437.5,25.88,178.06,71.56,2019.75,1.06,69.27,58.13,64.13,68.53,55.8,65.53,59.6,54.0,53.67,69.27,50.93,66.47,57.53,51.93,64.27,70.33,69.87,68.8,73.8,66.8,69.47,67.67,66.6,71.2,64.0,58.93,62.4,54.93,60.33,63.73,56.27,63.8,57.2,56.4,53.67,77,71,75,69,77,61.0
376,Real Valladolid,2019-2020,75.56,79.75,8300000.0,22125.0,25.56,180.12,72.75,2021.19,1.06,70.87,62.6,67.0,71.8,58.67,69.73,63.87,59.93,65.27,72.6,58.73,70.53,65.27,54.87,63.87,74.2,71.27,70.4,72.07,73.0,68.07,70.8,68.6,73.07,67.6,62.87,69.87,59.73,61.87,65.53,56.87,68.93,57.13,58.2,54.53,82,82,72,77,84,65.0
377,Real Valladolid,2020-2021,75.25,77.69,7550000.0,17937.5,27.31,179.94,72.88,2022.56,1.06,69.07,61.0,64.47,68.53,54.47,67.73,57.87,59.2,65.73,71.33,55.33,66.93,62.2,53.87,64.0,71.93,67.93,69.87,66.6,73.0,64.6,68.6,68.4,70.8,66.0,59.73,67.93,54.27,61.07,61.93,58.4,69.47,53.87,52.87,50.27,82,82,72,77,84,65.0
378,SC Amiens,2017-2018,72.69,76.38,4406250.0,15250.0,25.81,182.06,77.19,2019.12,1.25,71.8,63.0,64.33,71.47,48.53,67.27,60.93,59.93,63.07,70.13,60.0,72.2,60.53,55.0,60.2,72.73,71.73,71.93,69.0,68.67,63.87,70.73,70.13,67.33,70.67,63.13,57.93,48.6,63.6,63.8,60.53,68.33,45.07,47.8,45.27,74,75,73,74,74,45.0
379,SC Amiens,2018-2019,72.56,75.81,4431250.0,13625.0,25.81,181.44,76.12,2020.5,1.0,71.73,57.73,62.47,68.4,56.53,70.33,60.73,54.87,62.87,67.27,50.93,67.4,57.0,50.47,62.0,69.6,71.2,72.13,70.07,67.47,66.6,65.4,70.8,73.33,71.73,58.53,62.93,57.0,58.27,60.73,54.27,68.4,53.67,57.67,54.6,78,75,74,75,79,45.0
380,SC Amiens,2019-2020,73.5,76.81,5406250.0,15437.5,26.0,181.44,77.38,2021.38,1.06,73.33,59.8,64.2,71.0,53.07,70.87,63.27,58.73,63.4,68.6,51.73,70.6,60.13,57.8,62.4,71.6,73.13,73.6,72.0,69.4,68.87,67.27,70.0,74.67,72.6,57.47,62.6,53.2,64.0,62.07,54.87,68.73,50.13,53.33,49.07,78,75,74,75,79,45.0
381,SC Freiburg,2017-2018,73.12,76.31,5018750.0,18437.5,24.94,182.31,78.0,2019.69,1.25,70.47,57.2,62.93,67.27,57.73,70.67,59.6,53.47,59.4,69.0,53.07,65.8,57.87,48.73,61.6,68.07,70.07,70.6,71.07,71.4,67.8,67.47,68.33,75.2,69.73,56.2,68.4,59.53,59.4,61.0,53.93,66.0,54.73,58.8,57.47,75,74,71,69,77,37.0
382,SC Freiburg,2018-2019,73.94,76.06,5675000.0,19687.5,25.88,184.5,81.0,2020.62,1.31,66.87,59.2,63.4,67.73,55.73,72.53,59.53,55.8,64.07,70.07,55.47,67.4,59.0,48.47,60.4,68.73,64.93,68.4,66.73,72.87,63.93,68.33,66.8,76.73,72.8,59.0,67.67,56.67,62.33,62.67,54.67,68.6,52.4,56.33,52.27,76,77,71,72,79,37.0
383,SC Freiburg,2019-2020,74.25,76.44,6131250.0,20125.0,26.12,184.0,80.69,2021.5,1.31,67.6,60.33,64.53,68.4,55.2,70.07,60.47,56.53,64.2,70.73,56.2,67.8,60.73,52.2,61.07,69.8,66.2,68.73,67.13,73.07,65.4,69.07,64.27,72.8,71.07,61.27,65.8,55.67,64.33,64.67,55.6,68.87,53.2,54.87,51.8,78,76,71,74,80,37.0
384,SC Freiburg,2020-2021,74.12,78.19,7706250.0,19250.0,25.0,183.94,79.06,2022.81,1.25,68.13,58.67,65.2,69.93,58.47,68.93,64.0,56.47,63.33,70.6,53.27,68.87,60.2,52.8,62.87,71.4,67.47,68.6,69.4,72.07,67.93,65.4,61.87,73.33,68.4,58.0,66.4,58.2,63.0,62.8,54.2,67.07,58.2,58.07,55.47,75,73,71,73,80,43.0
385,SC Freiburg,2021-2022,74.44,77.38,6918750.0,21937.5,26.12,185.44,80.69,2023.12,1.56,68.2,55.53,62.13,67.33,58.67,71.67,58.0,52.4,65.4,68.4,51.73,66.2,55.87,47.2,60.27,69.07,65.87,69.93,64.2,74.47,64.93,63.87,63.13,72.93,73.6,54.6,67.8,57.67,59.33,61.73,54.4,67.67,59.6,57.4,54.87,76,69,75,73,77,31.0
386,SC Paderborn 07,2019-2020,70.06,73.56,2190625.0,12250.0,25.19,180.38,75.81,2020.56,1.0,76.47,57.2,59.67,68.33,48.67,64.93,59.6,55.6,53.87,64.8,51.33,67.07,55.4,48.8,53.73,67.67,77.2,76.13,74.33,67.53,72.73,64.87,67.8,68.07,65.93,54.73,57.47,46.73,61.53,58.67,52.8,62.2,48.93,49.13,44.93,70,68,67,72,74,43.0
387,SCO Angers,2017-2018,74.25,76.31,6056250.0,21875.0,26.19,182.75,76.19,2019.75,1.38,65.67,57.0,65.6,67.93,58.0,71.07,62.87,54.53,67.2,72.2,50.73,64.67,57.27,53.27,66.33,73.2,66.13,65.33,69.47,70.27,63.87,63.13,70.2,71.8,72.73,57.67,66.33,58.87,59.33,61.2,55.07,68.2,55.6,57.67,55.67,75,74,67,76,81,39.0
388,SCO Angers,2018-2019,73.5,75.44,4943750.0,17500.0,26.94,182.62,76.12,2020.44,1.25,66.07,58.13,65.6,68.33,58.4,68.33,62.2,56.07,65.53,72.2,50.0,65.47,54.8,53.93,65.93,72.4,66.27,66.0,69.4,69.67,65.93,63.93,69.2,69.53,69.0,59.2,64.13,59.07,59.0,63.13,54.27,68.33,55.67,58.87,56.67,72,69,65,69,73,49.0
389,SCO Angers,2019-2020,74.25,76.0,5515625.0,19250.0,28.12,184.06,78.0,2021.38,1.25,65.53,59.33,65.67,67.53,58.6,72.07,62.53,56.47,67.53,71.87,52.13,64.8,59.07,57.53,65.13,72.27,65.87,65.2,67.4,69.53,63.47,67.27,72.07,74.33,74.07,60.0,64.13,59.2,60.0,62.07,57.47,67.53,57.07,58.2,54.33,75,73,65,74,75,32.0
390,SCO Angers,2020-2021,73.5,76.75,4868750.0,17250.0,27.25,182.94,76.81,2022.38,1.25,64.07,57.13,65.0,67.07,58.87,69.8,63.4,53.47,66.2,71.27,51.67,64.4,60.13,55.0,63.0,71.6,63.87,64.27,65.93,68.2,65.87,65.2,69.13,71.0,71.67,57.47,63.53,59.33,60.2,60.33,56.4,66.2,56.27,59.73,55.6,78,74,73,77,84,29.0
391,SCO Angers,2021-2022,73.5,75.75,4937500.0,17750.0,27.38,180.75,73.81,2022.75,1.44,71.0,62.33,66.27,70.87,50.47,66.8,66.4,59.0,60.87,71.27,57.2,70.27,61.73,55.2,62.93,73.13,71.27,70.73,70.67,68.07,69.4,69.47,68.27,70.73,69.2,63.4,55.6,50.93,65.4,63.07,60.13,68.0,47.47,50.73,46.93,78,74,73,77,82,29.0
392,SD Eibar,2017-2018,76.88,78.69,9093750.0,22187.5,27.44,180.75,74.44,2018.69,1.38,67.27,62.87,66.47,71.73,57.4,74.67,62.47,59.2,61.73,72.87,59.87,70.0,62.47,59.33,63.8,75.53,66.93,67.33,70.4,72.13,69.27,73.47,70.8,76.93,74.53,61.27,73.27,59.4,64.73,63.67,60.13,69.67,51.73,60.53,55.67,76,78,77,75,78,39.0
393,SD Eibar,2018-2019,77.75,79.06,9812500.0,23125.0,28.0,182.06,76.31,2020.06,1.25,67.73,64.47,67.8,71.67,60.0,72.13,64.47,61.13,67.8,75.73,59.93,70.27,62.6,60.4,65.2,75.87,65.73,69.33,68.47,74.4,64.47,73.93,71.2,73.2,72.33,64.47,70.73,58.67,66.87,62.53,57.67,69.27,58.2,61.67,55.2,74,79,78,81,79,37.0
394,SD Eibar,2019-2020,77.69,79.44,9187500.0,24687.5,28.94,180.12,74.81,2021.38,1.19,64.73,67.33,69.27,73.67,58.27,68.07,66.0,64.33,65.4,74.67,60.47,73.0,64.67,59.53,68.47,76.6,65.27,64.2,70.4,75.8,68.07,75.4,70.27,71.6,66.4,69.27,67.2,57.73,70.27,67.2,59.07,72.47,57.8,58.53,52.07,76,79,78,81,81,37.0
395,SD Eibar,2020-2021,76.19,77.62,8775000.0,24750.0,28.56,179.88,74.62,2021.94,1.12,63.33,65.73,70.4,72.67,60.6,67.67,68.33,62.53,63.27,74.8,58.47,71.73,64.93,60.67,69.53,75.47,65.27,61.93,70.13,74.47,68.87,74.0,65.93,72.2,66.47,67.2,65.87,61.53,70.33,68.73,58.33,71.13,59.87,61.07,55.0,78,80,79,81,82,37.0
396,SD Huesca,2018-2019,73.5,76.88,5425000.0,16875.0,25.94,180.44,75.75,2019.5,1.0,68.33,57.93,62.73,66.93,56.73,68.0,58.6,56.0,64.0,70.67,47.73,64.8,56.07,51.67,61.67,69.4,67.07,69.4,69.0,69.4,65.8,66.27,70.27,67.47,68.13,57.93,67.47,53.27,59.8,58.47,51.0,64.07,59.4,55.33,52.33,78,72,76,68,73,44.0
397,SD Huesca,2020-2021,72.44,76.56,3837500.0,17687.5,26.56,180.38,73.06,2021.69,1.12,66.6,58.0,65.67,67.93,57.07,63.73,63.13,57.73,60.33,71.4,46.73,66.0,64.67,54.27,65.13,71.0,68.27,65.2,68.47,67.47,68.53,63.13,64.47,66.07,64.07,57.2,59.47,55.67,60.33,62.07,54.53,65.4,57.0,57.93,54.53,80,75,68,76,79,56.0
398,SM Caen,2017-2018,72.69,75.31,4165625.0,19687.5,26.69,182.38,76.88,2018.94,1.12,67.6,59.2,65.93,68.73,57.13,70.67,65.6,57.13,64.0,71.2,53.73,67.8,56.8,53.73,64.33,71.07,66.27,68.67,68.07,69.2,67.13,63.73,72.27,71.73,72.4,61.2,64.0,58.73,59.4,63.4,56.4,68.67,54.4,57.87,53.73,68,71,66,65,71,52.0
399,SM Caen,2018-2019,72.56,75.88,4525000.0,16500.0,26.06,182.12,76.25,2020.44,1.12,71.33,60.47,65.6,68.13,58.0,72.87,66.0,58.47,66.33,70.2,52.53,67.6,61.13,52.8,64.87,70.0,69.47,72.73,67.87,67.8,64.47,67.13,71.27,72.33,74.53,61.0,69.33,57.67,58.47,62.07,57.27,67.07,55.8,58.2,55.93,74,68,60,73,74,45.0
400,SPAL Ferrara,2017-2018,73.19,76.94,4843750.0,12437.5,26.81,184.19,78.0,2018.75,1.25,66.87,57.67,62.87,68.13,53.53,68.73,58.27,53.27,65.73,68.73,54.73,66.8,59.67,52.47,61.13,71.87,64.4,68.8,66.33,68.2,63.53,68.93,65.73,69.33,70.93,56.33,63.0,52.47,60.0,60.8,57.8,69.4,49.87,54.47,52.8,76,70,65,74,77,45.0
401,SPAL Ferrara,2018-2019,74.19,76.94,5306250.0,12500.0,28.12,184.19,78.0,2020.12,1.44,64.4,56.67,63.47,66.0,58.0,68.4,57.8,54.13,65.93,69.53,54.33,63.87,58.8,50.8,63.2,70.4,64.07,64.53,63.87,71.0,61.4,64.4,65.8,65.13,71.2,53.53,66.2,56.27,61.2,62.73,57.73,70.93,58.33,57.47,54.07,76,73,68,74,77,42.0
402,SPAL Ferrara,2019-2020,73.25,76.06,4650000.0,13687.5,27.38,185.88,78.69,2021.56,1.31,59.2,57.27,64.13,67.2,60.0,66.47,56.93,52.53,65.33,70.87,54.93,65.4,59.6,53.2,64.8,71.67,59.27,59.2,63.27,70.67,61.47,67.27,67.2,62.93,68.87,57.4,64.87,58.13,58.87,62.6,57.73,69.33,61.4,59.33,56.67,77,74,70,75,75,42.0
403,SSC Neapel,2017-2018,81.38,84.25,22625000.0,79375.0,26.56,182.06,75.62,2020.19,2.56,77.07,60.13,67.87,73.87,62.73,70.13,64.93,55.8,64.6,73.93,56.2,72.73,61.67,54.87,68.07,76.2,75.87,77.73,72.67,78.67,70.47,69.27,66.33,77.6,67.07,60.87,69.0,63.67,62.93,64.87,56.33,75.53,58.13,65.67,62.8,80,83,82,82,82,57.0
